fcu_oveTSup_u,fcu_oveFan_u,zon_reaTRooAir_y,zon_weaSta_reaWeaTDryBul_y,time
288.6597276721306,0.5984778619136686,290.4648121982167,268.05925925925925,29397900
296.6597276721306,0.7851596188563372,293.0249712682258,267.9851851851852,29398200
291.8614820799075,0.5851596188563373,291.52243549338885,267.92499999999995,29398500
299.8614820799075,0.3851596188563372,293.0189068033097,267.8759259259259,29398800
291.8614820799075,0.5851596188563373,291.48424773321085,267.83518518518514,29399100
287.2016067799752,0.5607755019986557,289.48976342821226,267.79999999999995,29399400
295.2016067799752,0.7607755019986557,292.0115603527201,267.76759259259256,29399700
300.8901939175128,0.6839119527825822,294.656372021524,267.7351851851852,29400000
308.8901939175128,0.48391195278258226,296.8745712651495,267.7,29400300
300.8901939175128,0.2950481340844845,294.6540984479683,267.6592592592592,29400600
292.8901939175128,0.49504813408448445,292.3084225834483,267.6101851851852,29400900
300.8901939175128,0.6950481340844845,294.8230693930568,267.54999999999995,29401200
297.4617164129184,0.49504813408448445,293.7200580613923,267.4833333333333,29401500
305.4617164129184,0.2950481340844845,294.4494863432304,267.41666666666663,29401800
297.4617164129184,0.49504813408448445,293.58917435251107,267.35,29402100
293.39963692892235,0.5766698324554649,292.12046708658346,267.2833333333333,29402400
285.4545567392152,0.3766698324554648,289.50269099519323,267.21666666666664,29402700
293.4545567392152,0.1766698324554648,290.0747189815987,267.15,29403000
294.7611144136475,0.3766698324554648,290.9815523096752,267.0833333333333,29403300
286.7611144136475,0.5766698324554649,288.9813349345035,267.01666666666665,29403600
294.7611144136475,0.3766698324554648,290.57177008824567,266.95,29403900
288.0900216693281,0.5766698324554649,289.2529378443089,266.8833333333333,29404200
296.0900216693281,0.3766698324554648,290.9196833651314,266.81666666666666,29404500
291.8657480177642,0.1766698324554648,290.243121682894,266.75,29404800
299.8657480177642,0.3766698324554648,292.5604193424866,266.68015046296296,29405100
296.08524910435654,0.5766698324554649,292.8841675158722,266.60509259259254,29405400
288.08524910435654,0.5971651132655004,290.2239624346098,266.52656249999995,29405700
295.286841493499,0.7971651132655004,292.43936910683914,266.4462962962963,29406000
287.29619771971323,0.7397228201860735,289.5510332097214,266.3660300925925,29406300
295.29619771971323,0.5397228201860735,291.6998286702309,266.2875,29406600
303.29619771971323,0.7397228201860735,295.8511699421211,266.2124421296296,29406900
295.29619771971323,0.9286039691516302,293.7622265198082,266.14259259259256,29407200
301.92653768758385,0.7286039691516302,295.8247759889786,266.0796875,29407500
293.92653768758385,0.5286039691516302,293.16808329812784,266.02546296296293,29407800
301.92653768758385,0.7286039691516302,295.7337762783432,265.9816550925926,29408100
299.8654574580136,0.603692966166853,295.2137847519895,265.95,29408400
293.3236291704034,0.40369296616685285,292.889582883772,265.92499999999995,29408700
293.11304142842016,0.23318954782626328,291.94480838660024,265.9,29409000
294.890962494302,0.43318954782626323,292.1979599876631,265.875,29409300
302.890962494302,0.6331895478262634,295.46282269333057,265.85,29409600
296.2615463867112,0.7415362561849497,294.05277111486123,265.825,29409900
298.3754101765379,0.9415362561849496,294.98950182838445,265.79999999999995,29410200
290.3754101765379,0.9832780266299428,291.281507677116,265.775,29410500
298.3754101765379,0.7832780266299428,294.0945188306666,265.75,29410800
306.3754101765379,0.9374951386002806,298.5226586879094,265.725,29411100
298.3754101765379,0.7374951386002806,295.5453911897106,265.7,29411400
306.3754101765379,0.7372048596984214,298.0290845471954,265.67499999999995,29411700
298.3754101765379,0.7026078254451162,295.4949335975612,265.65,29412000
306.3754101765379,0.672921303140715,297.7895700463651,265.625,29412300
298.3754101765379,0.7601569080178194,295.56062790835944,265.6,29412600
290.3754101765379,0.5601569080178195,292.07920078617843,265.575,29412900
289.805571882813,0.7601569080178194,290.5989210294944,265.54999999999995,29413200
297.805571882813,0.5601569080178195,293.07440215988123,265.525,29413500
299.4038833667687,0.3778053381845169,293.68396168309914,265.5,29413800
302.0840936260365,0.23955180046725083,293.792894883784,265.475,29414100
294.0840936260365,0.2822060628635054,292.51664337882266,265.45,29414400
302.0840936260365,0.4579797833466371,294.4993753816002,265.42499999999995,29414700
294.7784552345456,0.6579797833466372,293.20311474960613,265.4,29415000
292.113801232948,0.45797978334663714,291.844576852535,265.375,29415300
300.113801232948,0.351994802816319,293.2256951288716,265.35,29415600
298.71212303036714,0.151994802816319,292.60688525896103,265.32064043209874,29415900
296.66341145082976,0.351994802816319,292.64900724533777,265.2836419753086,29416200
304.66341145082976,0.5519948028163191,295.7118895851698,265.240625,29416500
296.66341145082976,0.5259930565845361,293.9789780433106,265.1932098765432,29416800
292.9912646638456,0.4473734458661055,292.3291255712142,265.1430169753086,29417100
